,y_test,prediction
4415,5219.872,2977.729625454998
2643,5976.2208,3644.445429663665
1132,1901.5248,2372.5851761833214
5686,856.8846,1492.129058094425
7491,3175.866,2856.4375487383154
938,89.2172,-362.4895288007874
7453,509.337,1051.5628603287432
6510,3251.1014,2574.547832615352
234,605.878,706.2037043603341
722,1780.3492,2069.4217061884847
187,778.986,2273.9613108927224
3526,473.3838,1603.579973858185
4699,6831.108,3712.846375960002
2793,1837.608,1212.6593581855816
6198,3214.4824,3007.606797053852
2650,2524.0478,2412.494917417246
7761,1403.5064,1365.3658010036743
3112,886.8456,1566.372437501966
635,5087.3778,4523.946432961068
7677,2045.3376,4019.272402155934
4413,3900.9222,2405.382099322519
4937,3658.571,1589.3342528847174
5645,2077.296,2589.822820872273
1034,75.9012,-1140.6483740320275
3326,3478.805,2873.9048624941406
1103,5350.3688,2564.529795874345
6440,1113.2176,951.392123869789
2578,2648.5524,2362.062574609426
394,3259.7568,2998.0335738365857
4994,2292.3494,3305.5487391388106
787,129.1652,-833.8572491043117
2152,2348.9424,2038.6430183822138
5105,1230.3984,1724.3395282347185
3379,727.0536,953.8777716372156
4800,488.6972,1856.2161285715413
5276,2055.3246,1597.7772951567467
6608,691.1004,1845.917651424231
7114,3174.5344,3158.5114461341586
6423,569.259,2650.980768979539
5840,1446.1176,1634.4590190340086
3766,5267.8096,3626.0396715222496
5575,885.514,1496.9239844746044
3779,3563.3616,2064.803188601725
5977,8474.3024,5066.806761029839
7052,3675.216,3585.7133387547815
1082,1584.604,1700.807901795135
7917,743.0328,1390.7777790114642
5836,3271.7412,3689.9834985569782
3976,1592.5936,2499.4855236942276
1783,2364.9216,2292.3304661952147
1414,3420.8804,5126.788929003465
3724,5000.8238,4152.2087905170265
5605,1607.907,3322.7943686951153
2509,2960.1468,2303.9198753453534
2067,1518.024,2348.070213332695
2774,1419.4856,1750.2867551068207
6630,173.108,-494.87141820792453
1817,4410.2592,3011.953705183228
3805,2182.4924,3091.4651218688664
2081,392.822,1208.97746904479
7551,3229.7958,4163.191702857235
5173,2302.3364,2891.4721578515523
3714,5299.768,4121.866915489279
692,4974.1918,4008.605397328625
1235,3235.788,2579.5643075194525
5770,2388.2246,2325.9235907993357
642,3246.4408,2319.3197472296106
7419,2444.8176,2171.7880063491307
3315,2956.152,3017.605407966071
3679,2695.1584,2127.0284881683133
38,388.1614,2109.6347955623705
7813,109.1912,-960.283967612216
5155,354.2056,1113.9427502060537
8405,124.5046,139.6763732353777
1180,2190.482,2471.8365216062502
1022,352.874,933.4878235744052
7538,1817.634,2415.460559103335
8284,197.0768,-249.619395375081
7975,922.7988,1401.3544920912286
1332,1957.452,2285.929273795982
5873,2422.1804,2124.9889764736795
2189,5243.8408,3637.019153971601
1386,3691.1952,2791.0161500449803
147,1597.92,2665.4091621926077
8244,3964.839,4305.173511752779
7158,5592.72,3482.516934098793
4520,2302.3364,1959.9710740611652
3769,3567.3564,4513.431272911617
5470,1791.6678,1034.861987439475
7898,790.9704,2332.900217578149
8441,777.6544,1576.084086820374
4919,341.5554,1809.9353678798036
196,992.7078,808.6472829267508
5367,2596.62,2708.842580378993
1456,351.5424,1441.4068643583369
277,450.0808,1842.6705118938457
1830,1468.089,720.8546837942981
2172,697.7584,962.3275934416763
3266,5752.512,3347.3638459968847
1379,5816.4288,5240.565375502422
4844,102.5332,-93.44946323653835
6799,459.402,3620.705878920933
7782,2345.6134,2941.8523266252587
2843,2796.36,3719.122369593025
1283,1581.275,1069.5163720457208
3375,352.874,848.6601643051924
5739,2087.283,2639.295612493794
5937,312.926,574.5730641749976
3180,1524.0162,1639.1978466305757
7671,1078.596,508.7415312887532
8210,3435.528,3331.6760918355963
2417,3731.809,3114.837637581411
7299,3352.303,2870.107738194389
958,1973.4312,2615.697674972012
6956,2125.2336,1590.0008642557405
3740,91.8804,-941.5228531924149
3079,497.3526,1134.863967142765
5167,683.1108,1904.6088685824395
839,2857.6136,1563.7097431021443
39,2180.495,2871.5478432657255
7852,1342.2528,1621.5320067532796
4881,2792.3652,2462.1325708666172
6258,2512.7292,2670.744390949883
7427,884.1824,1599.4776461392055
3603,330.2368,829.2828427832494
7648,1070.6064,1429.3368610284722
462,1787.673,1900.8709536730341
4065,1845.5976,2765.26249245151
982,384.8324,1221.2547900962425
6296,247.6776,211.74062117576773
641,6611.394,3143.645460869076
454,2683.174,1439.3790909160018
20,3775.086,3956.8058766032887
8401,1395.5168,1511.6341185990793
8283,1845.5976,1549.3859829005146
3639,390.1588,1376.7453041039696
244,3225.1352,3598.7808862297197
2984,1257.0304,2497.1617886207496
6154,3874.956,3106.8869798673136
3978,882.8508,879.9465415600184
4609,1049.9666,555.1521159331967
6039,1757.712,2374.5438849799853
882,300.9416,701.8325115874507
3443,1150.5024,866.7546362417999
7632,41.9454,-1127.9696714021247
4967,3146.5708,2985.0416810951115
3634,1601.249,2088.971133838705
4060,5609.365,4916.0417155044515
651,229.701,-994.190968568023
1852,874.8612,532.428024393867
162,3315.684,3189.5434816821116
7043,992.7078,2402.828017245509
4240,1518.024,3011.977877559174
6163,1957.452,2268.1891901340855
5863,2387.5588,3018.601761001888
304,7696.648,3403.044596384865
4853,2852.2872,3253.4142891915494
7311,1494.0552,1511.9424299500026
7398,1494.0552,1434.8277204390024
6866,647.8234,1467.222328101106
6943,325.5762,1815.0190525050714
1085,5173.266,4223.340852386258
7496,2868.2664,3800.2899716917714
5165,2954.1546,2750.5057093318146
2457,5099.3622,3417.060689371928
8008,2743.7618,3441.4659316524558
2813,113.186,183.1327728772792
2214,2936.178,3076.894631131982
1168,2519.3872,1859.0259255874053
8070,868.869,1733.5810172507965
6148,2740.4328,3069.9419893701597
8253,2896.8958,2407.7652944907177
6913,325.5762,1819.5432081783802
6340,3123.9336,3085.6471664208457
8003,1342.2528,3046.1743779177145
1261,2681.8424,2308.8784118701583
296,583.2408,752.9242496842305
229,3101.2964,4290.063367610604
2241,856.8846,1087.3055695603061
4407,587.2356,1693.6442025308593
221,1416.8224,1451.8676031559344
6982,5073.396,4030.0028873996453
6688,5888.3352,4524.312082937658
1411,928.791,1083.274576062317
2549,6381.693,2300.22058366978
4123,4082.6856,2366.687815256929
5435,2127.231,2468.1408372679366
2076,2516.724,2111.7548646234436
7886,1857.582,1667.6713089356406
3840,1559.9694,2393.8737040580877
4068,1761.7068,1590.0801318224442
5972,549.285,1089.1652078618347
7176,2037.348,2677.340610205729
1091,2503.408,2550.76607451258
7138,652.484,1084.1701492403224
8141,452.744,735.4524417697949
2250,458.0704,1753.1039213373067
4977,2446.815,2525.871854911707
5518,2463.46,1306.4799151260834
6481,2716.464,2241.855926571234
6605,1125.202,2406.7811956111677
4328,5690.5926,2766.0699054841207
8153,1719.7614,2987.1869757367745
6289,2247.075,3116.9447660466835
2676,4134.618,3097.576945139595
4582,3495.45,3848.9152129386257
5399,2802.3522,1924.6398881261898
8412,2203.798,3488.950774779221
5599,429.441,373.7885174635662
4076,2450.144,2674.86566324312
6436,3506.7686,2273.553549061656
3636,6338.416,2918.5457373088707
841,178.4344,-417.10693617621814
3528,3872.9586,2905.78718612744
1547,829.5868,570.4470075281001
6724,1454.1072,1980.637963297421
6853,3098.6332,1981.1208369624637
8046,392.822,3140.647037846539
1029,1198.44,999.2265013792373
7766,1707.777,1918.7183029859154
6670,264.9884,2279.0546479869545
8148,3142.576,3084.5601255286674
7355,80.5618,-555.7706546006776
4900,3439.5228,2511.0358030657476
6428,1808.9786,2546.379596516988
5498,309.597,1422.28420832016
7533,2572.6512,2969.3602923912354
7994,3593.3226,2679.1128933186124
3910,1621.8888,3439.862557825337
2568,659.142,531.5913018839967
2644,884.1824,931.9269569857626
733,1807.647,1939.7294814352183
4105,5522.811,5518.3646855073175
5694,1435.4648,2106.490959843982
6512,2841.6344,1906.9671328569339
6590,3691.1952,2412.938050472738
5558,6624.71,4306.338748824182
1750,5956.9126,4118.110485700037
836,145.8102,-1056.6731252221714
2528,6503.5344,3808.155541838194
4831,858.882,2274.0850805449786
5006,1701.7848,2235.9827337334928
7489,614.5334,812.8831626530967
2866,250.3408,235.02202896003314
7154,3835.008,3431.316539368375
683,1488.063,1595.6881490494943
499,1298.31,2044.0100230064834
388,717.7324,2393.178891329848
6101,2999.429,2811.6607940762096
3311,1346.2476,3529.7191295910775
6380,3755.112,3092.1532809469027
8404,153.134,-576.5639985509333
119,1141.847,3281.267644479377
158,1701.7848,2163.9673016292154
6968,755.0172,1411.2283881188782
3986,4250.4672,1723.0424116397905
5962,1641.197,1654.4440480437077
6693,1957.452,2210.8748852143876
1044,6048.793,4182.375870120857
3964,2077.296,1904.6055609928028
6059,3704.5112,3651.996653475635
4301,3295.71,1634.4904060586564
7733,467.3916,528.3034261768321
7868,2542.0244,1754.6579906891102
6837,4165.2448,4047.7708095885164
3975,892.8378,1587.0488397691408
6099,567.2616,431.20506652335735
7276,1537.998,1674.1569857057366
1422,852.224,1484.5830707881976
4561,2183.824,1756.1755833108482
6183,3509.4318,2575.531436358267
1644,153.7998,588.0752052099726
2480,782.9808,1281.3949007967356
2877,3165.879,3339.939192983278
2491,109.1912,-89.50020825222987
1831,1733.7432,2341.670640345029
6464,2195.8084,1972.3681946284862
6141,4460.86,2796.5217902387403
7016,8062.838,5018.9927026914
1240,3415.554,3284.495557653321
2542,1211.756,1483.533381684902
4225,233.03,1840.3603827485692
6372,2846.295,2483.858549518414
4220,1571.288,2618.157159465515
4418,2530.7058,1918.6195626748479
7542,785.644,1276.190984187709
7198,3981.484,2478.31803071842
2041,633.8416,767.4575821764846
2223,188.4214,1150.3194603618938
3852,1073.2696,1222.5955371433279
1142,3747.1224,4288.833890212964
5139,988.0472,1976.5383317407739
7833,4482.1656,3448.5535399754217
6673,1006.6896,4129.414063445642
532,95.8752,-1069.9015247238117
3222,852.224,1320.2403186289548
3581,1006.6896,1740.4848974718725
6043,677.1186,3266.3256065935107
7004,870.8664,2371.4403684644044
4013,4857.6768,3880.714901864753
422,3415.554,3722.5154065290726
7899,377.5086,611.5958351418667
1373,5426.27,3338.0132689997604
22,1587.2672,3061.3481286099645
495,2336.958,2923.269271332899
4781,2784.3756,2596.6556601298207
4270,2360.9268,2110.339130957167
7680,419.454,1368.4194743487985
1718,563.9326,927.9128354735465
1683,990.7104,2655.300338752874
6415,126.502,-819.1302066379299
6079,341.5554,650.0977801874526
3744,4334.358,2397.4318597672477
2388,1004.0264,3590.5523346268724
6024,171.1106,826.22237397104
6619,2316.984,2790.074053275042
8487,4111.315,3927.129843183315
144,905.488,905.8536326837409
3972,1895.5326,2270.134289086472
574,37.9506,-995.3110347319373
4018,3392.9168,2172.666494862986
6526,2145.2076,5261.155664900965
4873,4302.3996,5250.1281826823215
5968,4996.829,4112.865673032915
3706,4452.8704,5367.228069622271
3648,3257.7594,2508.9227871261987
3239,3693.8584,3092.2183341740583
1066,2633.9048,1914.0389476354321
167,1743.0644,1736.6650465768935
5318,540.6296,595.003732195986
1869,1518.024,1628.5335945510608
1666,512.666,558.3548753770297
8265,4026.7584,2582.2177294307553
526,283.6308,2071.291627976622
2931,196.411,1206.719660791486
1112,1544.656,2681.9116371335485
8004,2446.1492,3620.768998180688
4872,2940.1728,2957.2840291262823
6711,3563.3616,2356.990483766901
2632,1629.8784,1722.3987134894567
987,5061.4116,3705.594567474926
6561,1030.6584,2786.9080834301453
1122,1125.202,1549.8483283983976
989,5518.1504,4167.804089020542
776,857.5504,1561.3846896954624
274,2082.6224,1488.5640587302646
7376,2399.5432,2285.1394659698913
8368,1800.3232,1853.5657651333083
33,2174.5028,1564.2446786587102
5379,926.7936,607.9608644839125
5253,5645.984,2511.55010475989
1478,4211.185,4167.091471804114
6376,2651.2156,1926.4145383933837
2328,1120.5414,1143.9323395862612
8327,3012.0792,2696.9514947397793
8101,2189.1504,2882.960265406194
8192,2908.2144,1866.7844979108147
3664,1318.284,1481.1199996028768
3849,1525.3478,895.1494304389536
2270,695.0952,1853.771678020266
6757,2807.0128,2648.3539211489647
1656,3455.502,1926.8642596667064
4364,1411.496,2876.2239074403537
152,2768.3964,2826.5488366826794
4902,2290.352,2206.994540689252
8193,2656.542,2090.887499215145
7588,1845.5976,1617.517792704709
7484,671.1264,3649.345682740439
487,75.2354,-649.8507956899116
5476,193.7478,-801.0438126775689
2420,998.7,3915.3761288246765
2894,1384.1982,3185.5858953390343
3583,5660.6316,3156.3327947627845
1070,952.7598,794.2668224606507
134,952.094,2674.716939805559
7575,641.8312,3919.3509598213827
1454,107.8596,-832.6542864081803
5871,129.831,366.4960688180104
5864,1201.769,1106.2201468287956
4512,383.5008,917.2124129962131
3053,34.6216,-1123.3809509366026
7286,1102.5648,996.1121500307978
5397,61.9194,-760.9283804885008
6970,1416.8224,1084.4747711187931
2560,1609.9044,2217.132022729559
2026,3425.541,3665.7033221291013
6578,1418.154,1515.916305319174
3069,1736.4064,3298.406945279096
318,3877.6192,2304.4743658358207
4189,3238.4512,2824.4073517026773
5306,1054.6272,1453.5506453312516
3391,2376.906,1896.5328565445725
1121,593.2278,1091.171711962233
6576,1034.6532,778.2147257880868
2899,2709.1402,3239.996498624777
7082,2801.6864,2832.9094874728567
5268,1323.6104,3297.7233736362664
4323,978.726,701.1075687124542
6096,1747.725,1926.9811188316608
1643,1198.44,2377.0883822131113
6614,406.138,754.259161164895
2134,490.0288,1949.3277099250786
1382,639.168,673.931912756329
5061,402.809,1219.569284557066
6124,1062.6168,1536.8459535154195
5455,982.7208,2003.637298355157
4425,998.7,1650.5732074901352
4355,4327.7,3432.555519682807
509,95.8752,-438.42513515308406
3671,2036.6822,1945.4284731211133
6900,4314.384,3128.680524480994
3286,8138.7392,5508.864489401593
7951,4218.5088,4141.88234001847
7245,517.3266,975.6896926189627
2453,1325.6078,1851.1365738031914
6906,6454.931,4331.16168974504
971,615.1992,999.3558239916792
313,1677.816,2482.8957970079473
7871,1677.816,2221.1305024940693
3202,539.298,554.0983396704792
5759,784.9782,2242.9633631833667
5583,3520.0846,3332.76523980811
4858,1607.2412,1408.7707214975042
7248,1289.6546,1662.3700826476784
7802,1444.1202,2568.57249234405
8220,2621.9204,2046.1748673783309
558,2876.256,3101.9521816384026
4904,4673.916,2514.222931287827
276,7452.9652,4034.093382372926
1540,716.4008,1036.9785128160722
7511,3111.9492,2660.1868995100313
3474,755.0172,25.207604804191305
4139,394.1536,551.215698330303
1984,4086.0146,3758.667191818415
2285,3202.498,2094.550769640183
2615,7201.2928,5009.84857507122
3891,1358.232,1509.2112963311451
7784,2681.8424,2180.2099795944523
6444,3844.995,3801.9886507347255
6308,691.1004,1814.3726249760705
1942,3105.957,3142.700045631425
2569,4402.2696,2464.165708735667
1977,2713.135,3188.526146701679
1220,2884.2456,2299.5923478762415
5601,3113.2808,3577.278600427611
8499,2976.126,1737.7682178305479
3182,1142.5128,1430.4876257333046
2381,4374.306,3862.8863601347566
2585,4225.1668,3138.398342899077
6390,4434.228,3498.951435964146
4887,1749.7224,1856.7587125346636
8066,4171.9028,2650.0854360629437
286,296.9468,542.9214389211159
994,2982.784,2636.010629698244
2586,139.818,-1171.2233690280088
4753,3793.7284,2724.9746703875016
1952,554.6114,1387.690188270189
7984,1245.046,1691.4447402648786
7356,974.0654,1468.921333996648
5904,517.9924,4022.3714299425096
72,4604.6728,2531.8113784450347
519,5344.3766,5046.330806826068
5081,1342.2528,1588.118627998688
4978,1784.344,2824.6858656766744
7150,4407.596,3440.1985607064967
548,2094.6068,1736.4052033712276
2888,2167.179,1736.5789467121647
7428,1845.5976,1654.9116362499985
1892,1583.9382,2051.8863605654215
8007,262.3252,2139.0541185330994
6702,1179.1318,846.7137561231793
5356,1158.492,3127.1384481728196
1955,1514.695,1573.1335158876063
5362,1006.6896,1754.85291933752
7667,2253.0672,2086.5364387905124
2190,934.7832,521.3755065697501
5564,751.0224,1049.108340554948
3711,1619.2256,1649.33065899748
1675,2007.387,2348.0548376407705
6257,1342.2528,2185.299739100935
842,1470.0864,1031.6231838780568
247,974.7312,2665.122646556954
8025,207.7296,-1051.6637696227017
8516,858.882,649.2378603070242
4110,2621.9204,1648.923915035781
3573,1518.024,2391.7273976329384
2217,2428.8384,2309.6969677841835
7779,1258.362,1404.8002034956276
4339,1114.5492,1944.6165175409496
5553,2456.802,3867.8397209341406
6285,2902.888,2303.8625636051893
5335,339.558,683.866638172565
3993,529.9768,2241.473621468547
3485,666.4658,855.5979545429832
3996,110.5228,-74.36724574669029
2565,3844.995,3107.2059865017172
4999,2324.9736,3819.9658700401233
6934,2616.594,4254.3948684753295
4770,253.004,127.38582199155167
3083,7534.1928,2951.421278917344
725,918.804,2159.3719845604774
2682,3531.4032,2340.9369387935385
7922,801.6232,2460.708455301961
1741,614.5334,844.3811663247934
6721,1573.9512,2152.387979447337
6897,3261.7542,2360.053271541801
779,597.2226,819.5458912731667
50,3134.5864,2415.9136346090804
4696,2534.0348,3595.789763094071
7639,123.173,195.8048372161254
7978,3350.3056,2950.736452057878
406,5770.4886,3408.4642078633065
4234,3379.6008,3022.432029062315
5514,3880.2824,2073.0760593564587
4034,107.8596,145.76141780437615
6652,715.0692,1937.6241129287191
2655,2066.6432,2089.6583938415074
2141,5294.4416,4490.717492657441
6291,441.4254,1980.6743047005834
6519,2504.7396,2165.8014564768623
2617,1522.0188,2312.1272590878375
6784,610.5386,1410.7764323533204
3465,1518.024,2876.3449338446526
156,262.3252,1825.862877525935
8502,3020.0688,3388.369158917039
2795,308.9312,633.2384450400857
6627,343.5528,883.3893821894419
6518,2259.0594,3915.372673195477
578,4655.2736,3878.1634964008717
4302,3338.987,3099.673685949524
8096,1163.8184,1081.150399674435
2948,3868.9638,3084.9294020232664
4004,4327.7,4221.918716304681
2872,796.9626,784.1048684030798
2653,4195.8716,2930.763591185694
8111,363.5268,1295.2763104308142
1308,343.5528,1948.7648546464334
317,452.744,1820.5877268402471
5587,1231.73,703.9696303396539
5817,596.5568,517.120657462415
7573,3435.528,2323.9195957207794
2958,3350.3056,2978.5105249968597
1812,1597.92,1652.6110364588524
7785,3146.5708,2798.7253255114174
2531,2087.9488,2349.532580769902
4627,4727.18,3128.9157785885614
7289,1651.184,1748.6888785591432
4957,298.2784,-710.2603482498947
6418,185.0924,-408.92055124326
188,2336.958,2900.719023313994
2004,4777.7808,3207.790869281929
4235,494.0236,605.4459727741032
5129,3427.5384,2525.593757032407
217,260.9936,2254.403474505054
2405,2109.2544,1809.4069805963732
5168,282.2992,762.01678603937
3753,3998.7948,3476.717888967154
1978,447.4176,936.9643232245919
4226,476.047,1531.1368539475923
5992,3243.7776,3862.5015283231714
6005,1693.7952,1790.901940228259
2767,185.7582,1873.6697361855988
2760,2588.6304,2311.770103077462
4160,1938.8096,2331.0950841690697
4338,5704.5744,4638.373198892738
1334,4098.6648,1786.9980682601426
1597,1893.5352,2828.872498658498
7482,3467.4864,1499.4596900403371
8335,708.4112,867.7800880680018
1833,1985.4156,2311.1335300291125
7970,2157.192,2830.2254488225144
1514,3368.948,3761.544653991148
2887,6359.7216,3877.664326905055
2423,1225.072,1039.8935087700095
6035,88.5514,-440.88562475319964
7301,3728.48,2915.885522465814
1063,568.5932,434.1885046778061
4912,4853.682,2923.131483659865
1172,2251.7356,1927.5001138412913
8105,1155.8288,1430.726109208807
2929,4604.6728,3795.1599721088864
7323,1188.453,3710.138916264588
1972,1120.5414,1137.7012922852036
1768,1398.18,1601.7203881686214
122,186.424,-325.11469352940776
4488,1406.1696,1378.9570482299343
1529,3749.7856,2620.2772137387237
1621,3755.112,3033.348253124056
7278,326.242,719.4549183606639
4942,2221.1088,2861.0813957902137
1928,1897.53,1981.993445116611
2890,2846.295,2738.7936059720287
1087,1522.0188,3956.270424338183
5036,4094.67,2546.9983250123987
8437,2596.62,1649.0373472429212
6129,1693.7952,2192.312023900727
294,5499.508,4521.316458145285
7132,2449.4782,3166.280727330767
6197,2526.711,3272.808354982386
7870,1480.0734,2680.30311544853
5439,1581.9408,1080.2985463023347
8438,3034.0506,2232.5673312264794
1642,211.7244,-52.620632756002124
1234,872.198,1290.0653548546134
1185,822.263,639.555131419512
3046,295.6152,454.752584786095
384,3523.4136,2147.7048753678077
3756,5552.1062,2555.46609173696
7476,1494.0552,1410.8760448232285
2663,102.5332,-168.96043972446432
4982,3367.6164,2960.32857856211
4987,455.4072,498.9357130623573
684,5159.2842,3054.2443041403676
8022,5812.434,3027.215312278779
4085,2120.573,2640.4427241747426
7110,2644.5576,3529.5104505517675
1533,1943.4702,1456.2720218864363
451,1816.3024,1397.1268099015397
4237,1404.1722,1232.2746854497473
2640,1288.9888,2400.1975592007375
1376,1151.1682,2435.7794388618245
1914,515.3292,-374.42564174335894
5866,6636.6944,3695.2037741689833
2980,3101.2964,2850.0685708480473
1490,486.034,1973.8706925402746
4629,447.4176,2048.6027691152876
5777,335.5632,860.2847049996938
4030,1318.284,1825.868745373908
1811,468.7232,861.0384372866703
2038,1470.0864,2966.3278756145874
6159,697.0926,1834.2928642267555
5313,750.3566,1726.7213805721105
6134,8217.3036,5463.409836678883
1536,2320.9788,2559.1140687188667
2604,3956.8494,3027.1224574320463
5598,1882.2166,2693.838170229701
396,3707.1744,3733.135066613543
8376,3717.8272,3632.866427599854
6157,583.2408,1489.5711574569555
14,1977.426,3108.102484230221
5546,1980.755,3287.005898482277
1900,4566.0564,3910.0326926407333
2475,361.5294,76.82080890903376
7343,8209.314,4325.154059931094
6939,886.8456,1194.5088926069602
7658,826.2578,2223.7899172649563
4092,647.1576,2325.5007182271606
4857,722.393,1390.8420429695943
5603,169.779,897.7477994391941
4178,653.1498,3466.9350317806366
7160,1318.284,1421.4528159713125
8407,575.2512,2281.0595364370674
6752,882.8508,2414.59583544671
4716,3182.524,2616.731377211028
90,369.519,167.56171593846943
5421,2149.2024,2774.9276678061838
5326,3950.1914,3711.9041864900273
5632,2852.2872,2462.7600651027324
5354,272.978,-1039.9127607472624
8167,1857.582,2271.8168967028178
3126,2090.612,3151.0598284438756
6020,1218.414,858.6662787994035
3050,3761.77,2402.5381778769324
3490,1687.1372,3812.2377565103748
6669,1670.4922,1992.9146502938197
4948,1981.4208,3888.7988605389774
6047,1488.063,1573.45103478405
15,1547.3192,919.9575839728078
1315,1413.4934,1827.4251224261368
8484,2324.9736,1934.9854092490943
2693,3408.896,4196.635717738998
5183,2458.1336,2748.6617758044986
6413,447.4176,1111.9142053339388
5296,3159.8868,3772.569068262489
5248,3709.8376,4122.621305823908
