,y_test,prediction
5198,529.311,2693.9763593287103
3909,2184.4898,1950.355494049775
8236,510.0028,3907.026658991364
888,2620.5888,2242.5975669101417
5175,981.3892,640.5374507292245
1580,319.584,874.7095305666905
4109,2297.01,2236.305742808581
4238,1018.674,878.1266040988124
140,1402.1748,2112.911771712189
6770,3942.8676,2888.3394764219174
4098,1182.4608,2805.45924767663
4394,937.4464,3907.25394468746
543,1398.18,2144.9424856544765
3412,1168.479,1026.0669428724134
3043,1569.9564,1178.7297334053271
6696,6474.2392,3915.191026851717
6565,296.9468,1819.8891042697867
2563,2127.8968,1893.6199322738012
4824,5683.2688,3923.6190757242084
6335,2616.594,2564.2181636588675
6164,4866.998,1991.9692938729938
6095,316.9208,1991.8060594155725
4972,355.5372,1786.2678763493452
3535,2994.7684,3913.054673715288
7490,607.2096,736.452065432855
49,780.3176,2719.1404537019966
7475,1685.8056,2116.097235962509
380,5375.0034,3913.054673715288
7192,1267.0174,1934.3277155417638
4773,3131.9232,2836.0383124478585
4088,1629.8784,1574.9060064351374
2849,6196.6006,2103.135680814941
6750,3094.6384,3915.8018985251088
2488,3142.576,2662.65933718493
3812,2972.1312,2949.5700562589864
916,895.501,2648.922381901405
2539,5259.82,3045.110453717868
541,231.6984,1027.381321060175
7275,2922.1962,2147.8392622555416
6192,922.7988,2189.872656744762
5373,3819.0288,2282.373378547384
1657,75.9012,643.1856841663572
273,5829.7448,3911.350345308892
7086,392.822,2919.3937069522417
2337,61.2536,948.016917521595
2607,3542.056,2796.4893505973214
3299,5396.9748,3915.454707863855
2631,1510.0344,3923.6190757242084
3776,4349.0056,2811.3674500214033
4153,225.7062,3907.25394468746
4557,2162.5184,1028.8433881369608
5378,1065.28,3152.0961918528733
6000,7393.0432,3913.054673715288
7564,802.9548,640.5374507292245
1035,2190.482,2376.767773066358
8440,2960.1468,2787.5705613389
6539,3281.0624,2217.339589923434
3434,3778.415,2203.007417060438
5233,3751.783,1651.587946515497
4061,428.7752,1584.341645747279
44,373.5138,2100.3498265890134
5022,120.5098,1722.0980513769728
5085,2916.204,3913.713984141417
3007,3439.5228,1034.2837888678491
7336,1830.95,2617.0293119892203
2434,2006.7212,1609.168746479491
2580,3629.2758,2075.2045093620127
4559,351.5424,2723.963741897559
5615,2375.5744,2106.671054362662
7019,2466.789,2035.337074019803
4574,2303.668,1911.1259748455748
4589,1543.3244,640.5374507292245
7801,2432.8332,2606.4583393595763
8255,2696.49,1602.3920548936321
7646,790.9704,640.5374507292245
6132,5438.9202,3909.390297823889
5663,1174.4712,1571.0253377089937
3637,1166.4816,671.0446273491372
2966,143.8128,2010.5338958670222
6577,761.6752,1614.1811139046795
6261,4288.4178,3913.054673715288
4083,1216.4166,3031.17438561273
4415,5219.872,2887.365479197517
2643,5976.2208,3905.2859352689243
1132,1901.5248,2096.5212366527026
5686,856.8846,1571.0253377089937
7491,3175.866,2796.687199879042
938,89.2172,1188.6313863844239
7453,509.337,882.6707716938452
6510,3251.1014,2591.1674739075042
234,605.878,640.5374507292245
722,1780.3492,1938.8585805518776
187,778.986,2051.6866330821995
3526,473.3838,736.452065432855
4699,6831.108,3921.4827225877793
2793,1837.608,1024.7330876230421
6198,3214.4824,3014.658553469346
2650,2524.0478,2063.5162867802105
7761,1403.5064,1052.7041270264433
3112,886.8456,1595.4936567047719
635,5087.3778,2898.9096955234945
7677,2045.3376,3927.723438279173
4413,3900.9222,1991.899090552166
4937,3658.571,1702.632081925841
5645,2077.296,3009.834594259828
1034,75.9012,628.9821650791539
3326,3478.805,3048.9678448265004
1103,5350.3688,2901.074842342091
6440,1113.2176,882.6707716938452
2578,2648.5524,2162.838746878298
394,3259.7568,2622.7994893977466
4994,2292.3494,2961.6375726684037
787,129.1652,972.8509013940806
2152,2348.9424,1925.0334589202982
5105,1230.3984,1589.4818179745425
3379,727.0536,840.6881837663237
4800,488.6972,3909.390297823889
5276,2055.3246,1574.4459241303139
6608,691.1004,1889.4954376842113
7114,3174.5344,2696.835661078654
6423,569.259,2867.920471861025
5840,1446.1176,1943.0646855480948
3766,5267.8096,3925.587085142744
5575,885.514,1474.8399841420492
3779,3563.3616,2073.9294326390377
5977,8474.3024,3917.1590362702514
7052,3675.216,3905.2859352689243
1082,1584.604,1687.9009635385833
7917,743.0328,1050.2148420538986
5836,3271.7412,3919.295389406682
3976,1592.5936,987.1827526349408
1783,2364.9216,2068.0336131618265
1414,3420.8804,3919.295389406682
3724,5000.8238,3013.2418981519404
5605,1607.907,3917.1590362702514
2509,2960.1468,2718.8582570391613
2067,1518.024,2041.6776201460261
2774,1419.4856,1737.239726300628
6630,173.108,1143.3169959069958
1817,4410.2592,2597.4034531794805
3805,2182.4924,2983.347667012792
2081,392.822,2679.9790226895116
7551,3229.7958,2217.339589923434
5173,2302.3364,2608.876039836072
3714,5299.768,3917.81834669638
692,4974.1918,2214.0677388283234
1235,3235.788,2271.267576769693
5770,2388.2246,1990.5955489687833
642,3246.4408,2145.834251667249
7419,2444.8176,1935.5438688220706
3315,2956.152,1710.2787067599531
3679,2695.1584,2001.4278881044977
38,388.1614,640.5374507292245
7813,109.1912,860.506011479487
5155,354.2056,2816.699309716988
8405,124.5046,1722.0980513769728
1180,2190.482,1956.5743508054666
1022,352.874,2869.587002069752
7538,1817.634,2887.4747991124977
8284,197.0768,1561.3628313676104
7975,922.7988,1041.0427624246859
1332,1957.452,2483.4896515164105
5873,2422.1804,1949.3008125077579
2189,5243.8408,3913.713984141417
1386,3691.1952,1038.7737498719966
147,1597.92,2121.049399035741
8244,3964.839,3917.81834669638
7158,5592.72,3917.1590362702514
4520,2302.3364,1890.4942921553136
3769,3567.3564,3044.0218297314145
5470,1791.6678,1026.0669428724134
7898,790.9704,3909.390297823889
8441,777.6544,1576.4774975610621
4919,341.5554,1780.2793449615056
196,992.7078,640.5374507292245
5367,2596.62,2888.8835117893486
1456,351.5424,1447.9594648545096
277,450.0808,1692.2277782948458
1830,1468.089,643.1856841663572
2172,697.7584,2619.282950138887
3266,5752.512,3072.4096537468845
1379,5816.4288,3915.191026851717
4844,102.5332,1562.3685373114993
6799,459.402,3909.213992172463
7782,2345.6134,2899.232628605619
2843,2796.36,3921.4827225877793
1283,1581.275,994.5962505476033
3375,352.874,2650.331094578256
5739,2087.283,2658.7322971449266
5937,312.926,1819.8891042697867
3180,1524.0162,3876.254864021106
7671,1078.596,643.1856841663572
8210,3435.528,3903.149582132495
2417,3731.809,2831.250646342935
7299,3352.303,2600.1342893285932
958,1973.4312,2635.1118574937113
6956,2125.2336,1713.5534358301252
3740,91.8804,628.9821650791539
3079,497.3526,875.4783706616796
5167,683.1108,1778.7678094342964
839,2857.6136,1563.2126463186148
39,2180.495,1237.5169871713888
7852,1342.2528,1574.938009574993
4881,2792.3652,1956.5743508054666
6258,2512.7292,1008.3227085810768
7427,884.1824,3899.2094817922643
3603,330.2368,2750.8223804813965
7648,1070.6064,1205.9368331120145
462,1787.673,1895.3650275920859
4065,1845.5976,2605.161850515526
982,384.8324,2637.7002126925095
6296,247.6776,1742.585580479802
641,6611.394,3907.25394468746
454,2683.174,1211.303917985721
20,3775.086,3927.723438279173
8401,1395.5168,1211.0484250612303
8283,1845.5976,1484.2380117461112
3639,390.1588,2887.1221293379845
244,3225.1352,3913.318354727426
2984,1257.0304,1984.0739743919498
6154,3874.956,2700.538577006269
3978,882.8508,736.452065432855
4609,1049.9666,882.6707716938452
6039,1757.712,956.9983211416891
882,300.9416,2067.6634730910864
3443,1150.5024,643.1856841663572
7632,41.9454,628.9821650791539
4967,3146.5708,2637.8083839610376
3634,1601.249,2035.0251519475476
4060,5609.365,3913.054673715288
651,229.701,628.9821650791539
1852,874.8612,643.1856841663572
162,3315.684,3903.149582132495
7043,992.7078,2065.47954733692
4240,1518.024,2909.9615162630735
6163,1957.452,2115.369468588433
5863,2387.5588,3838.028064529615
304,7696.648,3915.681993559951
4853,2852.2872,2326.175977248204
7311,1494.0552,1466.258554496354
7398,1494.0552,1208.6616742237027
6866,647.8234,1570.5035256116157
6943,325.5762,1654.7847314822252
1085,5173.266,3030.3867959265767
7496,2868.2664,3917.81834669638
5165,2954.1546,2795.3763349785727
2457,5099.3622,3913.318354727426
8008,2743.7618,3073.60622539864
2813,113.186,1693.1333611993693
2214,2936.178,2611.5561514221404
1168,2519.3872,1873.3163018912028
8070,868.869,1614.1811139046795
6148,2740.4328,2802.9858500351256
8253,2896.8958,2141.689813500798
6913,325.5762,1642.7111421577408
6340,3123.9336,2793.1800326155685
8003,1342.2528,2825.6117674903157
1261,2681.8424,2071.1435220970875
296,583.2408,643.1856841663572
229,3101.2964,2812.6510021990002
2241,856.8846,991.9480171104706
4407,587.2356,1626.1090739077042
221,1416.8224,1205.9368331120145
6982,5073.396,3913.713984141417
6688,5888.3352,2875.472470132304
1411,928.791,988.6448197117265
2549,6381.693,2001.3687762349778
4123,4082.6856,2058.733662061776
5435,2127.231,2153.6357518405625
2076,2516.724,1887.1888098673535
7886,1857.582,1578.133560630998
3840,1559.9694,2153.559478989919
4068,1761.7068,1613.3046882036288
5972,549.285,2692.3256664734445
7176,2037.348,2579.8487889096946
1091,2503.408,2324.370401149589
7138,652.484,643.1856841663572
8141,452.744,876.4907647081874
2250,458.0704,1752.6901123124478
4977,2446.815,2387.565600411586
5518,2463.46,1575.227247607996
6481,2716.464,2293.2652722679545
6605,1125.202,640.5374507292245
4328,5690.5926,2795.0570890886993
8153,1719.7614,2643.844210463906
6289,2247.075,1944.3793656494097
2676,4134.618,3010.05599237332
4582,3495.45,3913.713984141417
5399,2802.3522,1925.7914697174492
8412,2203.798,3866.9062046006625
5599,429.441,1769.8282129457791
4076,2450.144,1023.4187094352806
6436,3506.7686,2112.911771712189
3636,6338.416,2642.1620754594524
841,178.4344,1457.3302749747797
3528,3872.9586,2829.866603330163
1547,829.5868,924.3314021878728
6724,1454.1072,1869.433572522712
6853,3098.6332,1973.7550628024183
8046,392.822,2733.4869113250084
1029,1198.44,1026.0669428724134
7766,1707.777,1832.3883252519188
6670,264.9884,3909.390297823889
8148,3142.576,3061.916839839801
7355,80.5618,1003.442299996698
4900,3439.5228,2645.8683370129684
6428,1808.9786,2760.0815354313877
5498,309.597,1596.4337245352147
7533,2572.6512,2780.837441745512
7994,3593.3226,2885.088537834551
3910,1621.8888,1887.6784409907027
2568,659.142,643.1856841663572
2644,884.1824,871.526602798495
733,1807.647,1866.3996950794888
4105,5522.811,3915.191026851717
5694,1435.4648,1842.892188993329
6512,2841.6344,1992.6103229210855
6590,3691.1952,2071.0296300277128
5558,6624.71,3915.454707863855
1750,5956.9126,3913.713984141417
836,145.8102,628.9821650791539
2528,6503.5344,2910.6234566594044
4831,858.882,2151.066582725131
5006,1701.7848,2124.5695463758157
7489,614.5334,643.1856841663572
2866,250.3408,1759.5152772782524
7154,3835.008,2924.8204155310164
683,1488.063,1578.200394964416
499,1298.31,2041.4831487957197
388,717.7324,836.1808713041844
6101,2999.429,2606.4583393595763
3311,1346.2476,3921.4827225877793
6380,3755.112,2817.5732609336833
8404,153.134,1003.442299996698
119,1141.847,3903.149582132495
158,1701.7848,2144.947622794133
6968,755.0172,1067.4845313553988
3986,4250.4672,1893.669271151081
5962,1641.197,1615.7846063075347
6693,1957.452,1879.876085370578
1044,6048.793,3927.723438279173
3964,2077.296,2014.5567690979237
6059,3704.5112,2027.0690957061563
4301,3295.71,1607.400416008786
7733,467.3916,643.1856841663572
7868,2542.0244,1590.6386877336106
6837,4165.2448,3909.390297823889
3975,892.8378,1713.3653395858332
6099,567.2616,1802.162467841772
7276,1537.998,1613.7179124175566
1422,852.224,1093.711704136399
4561,2183.824,1657.8766598502305
6183,3509.4318,2749.5140112638996
1644,153.7998,1899.7946315652773
2480,782.9808,2858.5460332722373
2877,3165.879,3085.6018775133525
2491,109.1912,1629.6705315522022
1831,1733.7432,1902.8525526770206
6464,2195.8084,1857.7123974061105
6141,4460.86,2778.8544567214667
7016,8062.838,3917.1590362702514
1240,3415.554,1882.353925076308
2542,1211.756,1200.8504048404159
4225,233.03,3917.1590362702514
6372,2846.295,2225.6127410981785
4220,1571.288,2241.3654997847934
4418,2530.7058,1953.9938298226293
7542,785.644,1026.195154699828
7198,3981.484,2206.6639695503927
2041,633.8416,643.1856841663572
2223,188.4214,2658.2994137112587
3852,1073.2696,1052.7041270264433
1142,3747.1224,3032.804496403072
5139,988.0472,640.5374507292245
7833,4482.1656,1917.5315034714108
6673,1006.6896,2788.5868863870246
532,95.8752,628.9821650791539
3222,852.224,1205.315915508128
3581,1006.6896,1701.6839471387536
6043,677.1186,3903.149582132495
7004,870.8664,2160.0733220301922
4013,4857.6768,2203.2923078080235
422,3415.554,3921.4827225877793
7899,377.5086,840.6881837663237
1373,5426.27,3254.7595188587507
22,1587.2672,2832.5059765052515
495,2336.958,2641.0229571170053
4781,2784.3756,2524.1655958658857
4270,2360.9268,2024.0183823608304
7680,419.454,1048.5212429816936
1718,563.9326,643.1856841663572
1683,990.7104,2978.2665565500047
6415,126.502,972.8509013940806
6079,341.5554,643.1856841663572
3744,4334.358,1991.9692938729938
2388,1004.0264,3909.390297823889
6024,171.1106,2775.4512482527275
6619,2316.984,2889.195747426432
8487,4111.315,2960.214333890863
144,905.488,840.6881837663237
3972,1895.5326,2109.379898784626
574,37.9506,628.9821650791539
4018,3392.9168,1945.217424657206
6526,2145.2076,3915.191026851717
4873,4302.3996,3915.191026851717
5968,4996.829,3923.6190757242084
3706,4452.8704,3917.1590362702514
3648,3257.7594,2046.77787812264
3239,3693.8584,2818.442834377655
1066,2633.9048,1914.1834844357045
167,1743.0644,1971.602095758821
5318,540.6296,643.1856841663572
1869,1518.024,1631.0111741579117
1666,512.666,710.5656726520309
8265,4026.7584,2198.77786015648
526,283.6308,2059.027688582847
2931,196.411,2890.8315106040914
1112,1544.656,1023.4187094352806
8004,2446.1492,3921.4827225877793
4872,2940.1728,2580.2800369125703
6711,3563.3616,2063.084414418233
2632,1629.8784,1581.8116099070392
987,5061.4116,3927.723438279173
6561,1030.6584,2810.6634807611317
1122,1125.202,1208.0020675895876
989,5518.1504,3014.9447002846846
776,857.5504,1585.3423349087755
274,2082.6224,1497.8770175232116
7376,2399.5432,2155.182587268265
8368,1800.3232,1971.465416991613
33,2174.5028,1543.876900938199
5379,926.7936,948.4882224915626
5253,5645.984,2692.2988030093584
1478,4211.185,3014.215895376341
6376,2651.2156,1916.3196665632647
2328,1120.5414,1012.2853202059711
8327,3012.0792,1024.8807765120664
8101,2189.1504,2688.6474590913126
8192,2908.2144,1739.3579336824532
3664,1318.284,1195.8393937582016
3849,1525.3478,842.4015587854357
2270,695.0952,2032.6648075000426
6757,2807.0128,2615.1556360370237
1656,3455.502,1908.98169146682
4364,1411.496,2638.6052566405097
152,2768.3964,2787.592164759468
4902,2290.352,2011.2574791031575
8193,2656.542,1997.252253856408
7588,1845.5976,1586.9012377455174
7484,671.1264,3911.5776310049864
487,75.2354,1001.9802329199123
5476,193.7478,972.8509013940806
2420,998.7,3911.350345308892
2894,1384.1982,2926.399686891806
3583,5660.6316,3823.8302517727266
1070,952.7598,643.1856841663572
134,952.094,2869.5393772549087
7575,641.8312,2214.0677388283234
1454,107.8596,863.9230850116089
5871,129.831,1878.4721002854321
5864,1201.769,993.1341834708173
4512,383.5008,994.5962505476033
3053,34.6216,628.9821650791539
7286,1102.5648,959.7748867324786
5397,61.9194,972.8509013940806
6970,1416.8224,1026.195154699828
2560,1609.9044,2070.0739752514214
2026,3425.541,3915.681993559951
6578,1418.154,1619.3788311019002
3069,1736.4064,3510.8638649500876
318,3877.6192,2017.2504120393432
4189,3238.4512,2767.8766189208363
5306,1054.6272,1461.357189107441
3391,2376.906,2048.5778422284825
1121,593.2278,1009.6370867688383
6576,1034.6532,2644.6643799064223
2899,2709.1402,3214.2453914732014
7082,2801.6864,2833.181351855728
5268,1323.6104,2805.486832730888
4323,978.726,643.1856841663572
6096,1747.725,1993.9135720516288
1643,1198.44,2112.6743028505884
6614,406.138,643.1856841663572
2134,490.0288,1826.6013531461679
1382,639.168,640.5374507292245
5061,402.809,1026.195154699828
6124,1062.6168,1278.0940517370548
5455,982.7208,3909.390297823889
4425,998.7,1578.200394964416
4355,4327.7,3623.6664999186924
509,95.8752,1563.870017572647
3671,2036.6822,1585.6995013848552
6900,4314.384,2794.269499402546
3286,8138.7392,3919.295389406682
7951,4218.5088,3915.454707863855
7245,517.3266,2825.2764585567725
2453,1325.6078,1815.2461075560764
6906,6454.931,2821.444599299026
971,615.1992,931.899331614295
313,1677.816,959.7748867324786
7871,1677.816,640.5374507292245
3202,539.298,840.6881837663237
5759,784.9782,3919.295389406682
5583,3520.0846,3057.085989434541
4858,1607.2412,1505.8936148809946
7248,1289.6546,1626.1090739077042
7802,1444.1202,2155.588778502351
8220,2621.9204,1950.9093926249072
558,2876.256,2630.0611908003916
4904,4673.916,1954.1045626713935
276,7452.9652,3927.723438279173
1540,716.4008,2711.743849834709
7511,3111.9492,2551.964726109915
3474,755.0172,1725.7827872802982
4139,394.1536,710.5656726520309
1984,4086.0146,3913.713984141417
2285,3202.498,1872.5159543366647
2615,7201.2928,3913.054673715288
3891,1358.232,1915.6469562616244
7784,2681.8424,1940.1698956784844
6444,3844.995,3909.390297823889
6308,691.1004,3900.7859432999703
1942,3105.957,2932.4719009064756
2569,4402.2696,2184.031876416929
1977,2713.135,1748.3226722846289
1220,2884.2456,2068.6683580959416
5601,3113.2808,3921.4827225877793
8499,2976.126,1589.7339956079127
3182,1142.5128,1331.9719701988552
2381,4374.306,3911.350345308892
2585,4225.1668,1730.950229907826
6390,4434.228,3909.390297823889
4887,1749.7224,1936.0402165532034
8066,4171.9028,2313.525575201809
286,296.9468,1874.8779808215622
994,2982.784,2228.583917442162
2586,139.818,628.9821650791539
4753,3793.7284,3036.11339407435
1952,554.6114,1028.8433881369608
7984,1245.046,1755.7501096154235
7356,974.0654,1552.9955918718206
5904,517.9924,3911.350345308892
72,4604.6728,2758.5626363910014
519,5344.3766,3917.1590362702514
5081,1342.2528,1571.0253377089937
4978,1784.344,2885.744651400493
7150,4407.596,3863.130584788467
548,2094.6068,1614.1811139046795
2888,2167.179,1644.3192211862831
7428,1845.5976,1723.3608013143864
1892,1583.9382,1984.7156124429766
8007,262.3252,3919.295389406682
6702,1179.1318,707.9174392148982
5356,1158.492,3048.558310083895
1955,1514.695,1936.7408635505972
5362,1006.6896,1703.0078944531058
7667,2253.0672,2035.0251519475476
2190,934.7832,711.8269290946139
5564,751.0224,994.5962505476033
3711,1619.2256,1694.3335255377156
1675,2007.387,640.5374507292245
6257,1342.2528,640.5374507292245
842,1470.0864,948.4882224915626
247,974.7312,2607.626783195007
8025,207.7296,687.5583793750534
8516,858.882,948.4882224915626
4110,2621.9204,1913.3591614799961
3573,1518.024,1991.4040492863874
2217,2428.8384,2117.9831367685883
7779,1258.362,1590.8880758013327
4339,1114.5492,1886.0152500452593
5553,2456.802,3913.713984141417
6285,2902.888,2008.7601832789662
5335,339.558,643.1856841663572
3993,529.9768,3907.026658991364
3485,666.4658,706.4911670607153
3996,110.5228,1604.4215842120113
2565,3844.995,2792.8607867256956
4999,2324.9736,3905.2859352689243
6934,2616.594,3927.723438279173
4770,253.004,1771.396999049602
3083,7534.1928,2780.837441745512
725,918.804,640.5374507292245
2682,3531.4032,2010.6441414149224
7922,801.6232,882.290012286643
1741,614.5334,643.1856841663572
6721,1573.9512,2084.563820134871
6897,3261.7542,2100.525705180853
779,597.2226,643.1856841663572
50,3134.5864,1875.2709065175666
4696,2534.0348,3925.587085142744
7639,123.173,1752.1190406275512
7978,3350.3056,2877.6549255965406
406,5770.4886,3052.2406915534957
4234,3379.6008,2803.166479900066
5514,3880.2824,1938.5100395839954
4034,107.8596,1577.4912012412228
6652,715.0692,1902.196581207438
2655,2066.6432,2117.11747854681
2141,5294.4416,2827.694748680689
6291,441.4254,640.5374507292245
6519,2504.7396,2035.4133468704467
2617,1522.0188,2642.410741756755
6784,610.5386,1173.2355824849792
3465,1518.024,2586.951230778174
156,262.3252,2040.7162737994263
8502,3020.0688,3151.224035090155
2795,308.9312,1937.7719968995857
6627,343.5528,2657.0844602593716
6518,2259.0594,3915.454707863855
578,4655.2736,3913.713984141417
4302,3338.987,2662.65933718493
8096,1163.8184,962.4231201696114
2948,3868.9638,1710.2787067599531
4004,4327.7,2816.477415352347
2872,796.9626,640.5374507292245
2653,4195.8716,2611.821845109198
8111,363.5268,962.4231201696114
1308,343.5528,1845.8691282752675
317,452.744,3917.1590362702514
5587,1231.73,643.1856841663572
5817,596.5568,643.1856841663572
7573,3435.528,2102.8721252741693
2958,3350.3056,2817.7835981106577
1812,1597.92,1580.2541160600094
7785,3146.5708,2827.5938634369754
2531,2087.9488,2162.052212213602
4627,4727.18,2800.3782843630997
7289,1651.184,1610.6906112817578
4957,298.2784,1001.9802329199123
6418,185.0924,1498.282187896924
188,2336.958,2821.5572870167134
2004,4777.7808,2887.103847788242
4235,494.0236,643.1856841663572
5129,3427.5384,1984.4219137812324
217,260.9936,3919.295389406682
2405,2109.2544,1884.123398718502
5168,282.2992,643.1856841663572
3753,3998.7948,2021.3391923823033
1978,447.4176,851.1131340175665
4226,476.047,1694.0365082132948
5992,3243.7776,2082.7989322221756
6005,1693.7952,1636.8068699628973
2767,185.7582,2833.5758256176573
2760,2588.6304,2006.0272863481136
4160,1938.8096,1970.396305900034
4338,5704.5744,2289.7988998486717
1334,4098.6648,1598.3040190234085
1597,1893.5352,2267.1878087327555
7482,3467.4864,1795.5563706425994
8335,708.4112,643.1856841663572
1833,1985.4156,2000.4889626096053
7970,2157.192,1232.5251755810534
1514,3368.948,2014.0610340084756
2887,6359.7216,3919.295389406682
2423,1225.072,994.5962505476033
6035,88.5514,1447.4592879956085
7301,3728.48,2625.465793090982
1063,568.5932,643.1856841663572
4912,4853.682,2822.9659996935643
1172,2251.7356,1956.2859322900592
8105,1155.8288,1047.1905954757804
2929,4604.6728,3911.350345308892
7323,1188.453,3911.350345308892
1972,1120.5414,994.5962505476033
1768,1398.18,1703.0408719856632
122,186.424,1465.8924621219476
4488,1406.1696,1166.386999816066
1529,3749.7856,2676.457389444519
1621,3755.112,2783.0223023650433
7278,326.242,2456.4739163707445
4942,2221.1088,2581.5077732345717
1928,1897.53,2054.330514581597
2890,2846.295,2876.2397457796637
1087,1522.0188,3917.81834669638
5036,4094.67,2205.7340744366606
8437,2596.62,1582.671913397166
6129,1693.7952,640.5374507292245
294,5499.508,2864.3286125802947
7132,2449.4782,2804.512835506487
6197,2526.711,3903.149582132495
7870,1480.0734,2923.9229676874775
5439,1581.9408,962.4231201696114
8438,3034.0506,2055.370458234909
1642,211.7244,1575.4115278836957
1234,872.198,1182.066508303087
1185,822.263,2602.1222677610467
3046,295.6152,1798.7622860334584
384,3523.4136,1807.19784958362
3756,5552.1062,2862.604711974827
7476,1494.0552,1196.8319344972467
2663,102.5332,1579.3022341240512
4982,3367.6164,2577.862336436074
4987,455.4072,1907.1247064597148
684,5159.2842,2578.8873767855844
8022,5812.434,2861.8995184204205
4085,2120.573,2414.9198690043654
7110,2644.5576,3907.350374552357
1533,1943.4702,1518.351299584425
451,1816.3024,1076.6055127691977
4237,1404.1722,1012.2853202059711
2640,1288.9888,2079.951991397148
1376,1151.1682,2828.0774270694546
1914,515.3292,1180.049239439548
5866,6636.6944,3927.723438279173
2980,3101.2964,2587.7982822064673
1490,486.034,3907.026658991364
4629,447.4176,2141.689813500798
5777,335.5632,643.1856841663572
4030,1318.284,2011.8512587871487
1811,468.7232,936.3184587550811
2038,1470.0864,2607.322366575913
6159,697.0926,3907.25394468746
5313,750.3566,1614.2862774765877
6134,8217.3036,3915.191026851717
1536,2320.9788,2974.874858849108
2604,3956.8494,2831.2239640004714
5598,1882.2166,2578.8146095878155
396,3707.1744,3921.4827225877793
8376,3717.8272,3913.318354727426
6157,583.2408,1713.3653395858332
14,1977.426,2932.5425440708605
5546,1980.755,2010.2750119860925
1900,4566.0564,3915.454707863855
2475,361.5294,1861.8067861726056
7343,8209.314,2877.8901706087995
6939,886.8456,1012.2853202059711
7658,826.2578,640.5374507292245
4092,647.1576,2707.7015338269407
4857,722.393,1616.5763700882653
5603,169.779,2573.559339165612
4178,653.1498,3610.8313885801886
7160,1318.284,1552.1766737763405
8407,575.2512,1900.317892120615
6752,882.8508,2002.7814046831083
4716,3182.524,2341.575037406211
90,369.519,1887.1586441205318
5421,2149.2024,2599.419485405588
5326,3950.1914,3925.587085142744
5632,2852.2872,2095.3563430968575
5354,272.978,855.1102198978114
8167,1857.582,1976.0544504315558
3126,2090.612,1703.4966715307737
6020,1218.414,1037.2390992643795
3050,3761.77,2050.7945639144305
3490,1687.1372,3927.723438279173
6669,1670.4922,1840.2005012309064
4948,1981.4208,3923.6190757242084
6047,1488.063,1703.0408719856632
15,1547.3192,877.7191963524721
1315,1413.4934,2005.3455650969183
8484,2324.9736,2112.978595467294
2693,3408.896,2987.494695941067
5183,2458.1336,2877.213743004065
6413,447.4176,993.1341834708173
5296,3159.8868,2197.2185352802576
5248,3709.8376,3915.454707863855
